"TIME","Country.Name","LOCATION","MEATCONSUMP.Beef.Kg.","MEATCONSUMP.Pig.Kg.","MEATCONSUMP.Sheep.Kg.","MEATCONSUMP.Poultry.Kg.","CROP.TYPE.Soybean.Thnd.Ha.","CROP.TYPE.Wheat.Thnd.Ha.","CROP.TYPE.Maize.Thnd.Ha.","CROP.TYPE.Rice.Thnd.Ha.","TSE....GDP.","AGRPNPC..ratio.","Region","Income.Group","CO2 emissions (metric tons per capita)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","GDP per capita (current US$)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Methane emissions (kt of CO2 equivalent)","Population, total"
1998,"Turkey","TUR",4.15,0.002,5.341,7.136,24,9400,550,60,5.5934169788,1.4300628361,"Europe & Central Asia","Upper middle income",3.16078687206265,47.8300018310547,20.2800006866455,4499.73750776878,72.749,65.063,37250,61329665
1998,"Ukraine","UKR",9.586,10.607,0.364,4.443,31,5641,908,20.7,1.252302662,1.0121087688,"Europe & Central Asia","Lower middle income",6.16797455354027,26.3700008392334,27.3099994659424,835.250982794039,73.84,63.17,126380,50144500
1998,"United Kingdom","GBR",10.039,18.048,5.66,24.238,0,2045.102,0,0,NA,NA,"Europe & Central Asia","High income",8.97684501282085,0.920000016689301,2.38000011444092,28237.8916271405,79.7,74.8,117130,58487141
1998,"United States","USA",30.658,23.541,0.522,40.355,28506.557,23876.533,29380.276,1318.066,0.7059710781,1.1164434527,"North America","High income",20.266880306249,0.920000016689301,2.38000011444092,32853.6769523009,79.5,73.8,702980,275854000
1998,"Vietnam","VNM",1.457,11.547,0.053,3.362,129.1,0,650,7363,NA,NA,"East Asia & Pacific","Lower middle income",0.574404288858047,65.5999984741211,63.9799995422363,348.324317264691,77.33,67.925,59510,78115712
1998,"World","WLD",6.734,11.402,1.584,9.069,71298.301,226051.9,139618.91,152390.71,NA,NA,"","",3.78061093527244,38.8273080059886,40.8487056114636,4405.79838664396,69.4526362686773,64.9058516366376,6758180,5954005906
1999,"","OECD",15.719,22.293,1.924,22.164,31244.076,79464.245,47422.217,5421.324,1.1909958714,1.3606444248,"","",NA,NA,NA,NA,NA,NA,NA,NA
1999,"","BRICS",4.283,12.53,1.198,6.445,28420.617,81584.72,49587.02,80461.9,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA
1999,"Argentina","ARG",45.76,6.148,1.336,23.041,8637,6300,3098,289.2,0.4227476118,1.0529860332,"Latin America & Caribbean","Upper middle income",3.67974326969499,0.239999994635582,1.10000002384186,7774.73620280001,76.808,69.948,108720,36467218
1999,"Australia","AUS",28.095,15.193,15.25,28.002,55.823,12167.5,82.3,131,0.2538805435,1.0159244078,"East Asia & Pacific","High income",17.5969565676847,3.5,6.03000020980835,20533.035061907,81.8,76.2,157130,18926000
1999,"Brazil","BRA",24.953,7.246,0.584,24.823,13507.8,1468.1,12757.9,3845.2,-0.050258773,0.8668361176,"Latin America & Caribbean","Upper middle income",1.74455845685071,8.6899995803833,21.5799999237061,3478.37275016214,73.636,66.1,322940,172318674
1999,"Canada","CAN",23.8,23.669,0.757,28.395,1004,10380.8,1148.8,0,0.6559367772,1.0938350436,"North America","High income",16.2868110250336,1.94000005722046,3.52999997138977,22315.1742893999,81.6,76.3,107960,30401286
1999,"Chile","CHL",15.401,12.319,0.769,21.666,0,392,69,14.7,0.80579467,1.0776082776,"Latin America & Caribbean","High income",3.54617857215168,4.67999982833862,19.4400005340576,4957.77755686645,79.089,72.963,14370,15162801
1999,"China","CHN",2.739,23.64,1.73,7.739,7962.01,28854,25904,31283,0.6161453674,0.9656693454,"East Asia & Pacific","Upper middle income",2.51385967503103,45.6800003051758,53.7599983215332,873.287061730612,73.141,69.207,825690,1252735000
1999,"Colombia","COL",12.602,2.223,0.26,11.541,18.367,17,541,455.2,3.18901086,1.3366594575,"Latin America & Caribbean","Upper middle income",1.43258364447433,6.65000009536743,32.4000015258789,2209.93165047196,76.03,69.215,61180,38999468
1999,"Egypt, Arab Rep.","EGY",7.039,0.035,1.042,7.566,3.867,1000,817,655,NA,NA,"Middle East & North Africa","Lower middle income",1.69842251695612,31.9200000762939,27.9500007629395,1343.551962788,70.814,65.991,45980,67515591
1999,"Ethiopia","ETH",3.141,0.018,0.836,0.507,7,1031,1651,5.5,NA,NA,"Sub-Saharan Africa","Low income",0.0494226194709455,67.0800018310547,83.6500015258789,119.684076349153,52.806,49.984,54660,64343008
1999,"India","IND",1.396,0.35,0.58,0.689,6418.2,27523,6422,45160,NA,NA,"South Asia","Lower middle income",0.870943498219465,74.6100006103516,55.1100006103516,441.998760444983,62.906,61.335,584490,1038058154
1999,"Indonesia","IDN",1.289,2.057,0.33,2.642,825,0,3500.3,11963,-0.39323729,0.947980009,"East Asia & Pacific","Lower middle income",1.33734281482338,46.3199996948242,44.560001373291,671.098609676196,66.879,64.137,319400,208615171
1999,"Iran, Islamic Rep.","IRN",3.523,0,5.398,10.211,90,4739,186,534.33,NA,NA,"Middle East & North Africa","Lower middle income",5.03712334131291,21.8999996185303,24.6599998474121,1756.89680252544,70.646,69.001,88120,64800875
1999,"Israel","ISR",13.468,1.137,1.234,41.005,0,64,8,0,0.6220160534,1.2060529566,"Middle East & North Africa","High income",8.64979591836735,1.37999999523163,3.36999988555908,19162.9557611283,80.4,77,10290,6125000
1999,"Japan","JPN",8.174,12.864,0.352,12.009,108.2,168.8,0.075,1788,1.3289407299,2.1440336525,"East Asia & Pacific","High income",9.20698723061494,5.76000022888184,4.84999990463257,36026.5544936119,83.9,77.4,30740,126631000
1999,"Kazakhstan","KAZ",15.725,5.008,5.74,2.499,3,8736,66,71,0.854888509,1.04030643,"Europe & Central Asia","Upper middle income",7.9211573879379,35.4799995422363,38.6800003051758,1130.11784403033,70.9,60.6,23850,14928374
1999,"Korea, Rep.","KOR",8.084,17.096,0.128,9.254,87.026,1.533,20.134,1066.203,3.8478873065,2.383133579,"East Asia & Pacific","High income",8.60078465052325,13.25,10.0600004196167,10672.4179334373,79.2,71.8,26460,46616677
1999,"Malaysia","MYS",3.549,5.818,0.552,29.432,0.003,0,27,692.4,NA,NA,"East Asia & Pacific","Upper middle income",4.93440511095285,13.6000003814697,21.0300006866455,3492.67012489674,74.575,70.456,34350,22661293
1999,"Mexico","MEX",10.882,8.667,0.603,18.779,81.157,652.3,7162.7,79.7,1.138990241,1.203759941,"Latin America & Caribbean","Upper middle income",3.69770379538977,7.17999982833862,23.8299999237061,6157.19304371027,76.664,71.302,102950,97484823
1999,"New Zealand","NZL",23.146,13.388,22.731,23.193,0,49,17.7,0,0.2311340895,1.0036254404,"East Asia & Pacific","High income",7.4861150947824,6.69999980926514,11.6800003051758,15321.6759845845,80.4,75.5,33150,3835100
1999,"Nigeria","NGA",1.753,1.021,2.301,1.283,588,35,3965,2191,NA,NA,"Sub-Saharan Africa","Lower middle income",0.62602687882376,43.3800010681152,54.189998626709,497.841573908863,47.063,45.184,91240,119260055
1999,"Norway","NOR",14.043,17.403,4.508,7.229,0,51.255,0,0,1.9983137874,3.2680013931,"Europe & Central Asia","High income",8.82356962137092,2.46000003814697,6.46999979019165,36371.1830846548,81.1,75.6,5760,4461913
1999,"Pakistan","PAK",4.481,0,2.959,2.046,8,8229.9,961.7,2515,NA,NA,"South Asia","Lower middle income",0.712355398616949,65.8399963378906,39.3499984741211,454.276112334929,63.407,61.818,88410,138624625
1999,"Paraguay","PRY",30.244,18.111,0.582,7.106,1180,128,332,34.7,NA,NA,"Latin America & Caribbean","Upper middle income",0.818580669303762,20.1900005340576,41.5099983215332,1694.11121032211,72.407,68.313,21060,5216346
1999,"Peru","PER",3.816,2.028,1.271,17.38,2.151,132,515,311.6,NA,NA,"Latin America & Caribbean","Upper middle income",1.10590051995347,31.8899993896484,37.439998626709,1924.48641937224,72.922,68.461,24680,26078295
1999,"Philippines","PHL",3.17,12.392,0.388,6.322,0.774,0,2642,3995,NA,NA,"East Asia & Pacific","Lower middle income",0.948956702484596,26.5100002288818,46.4500007629395,1087.37815648062,72.197,65.481,56340,76325927
1999,"Russian Federation","RUS",11.95,10.714,0.876,11.312,438.82,23021.62,690.12,172.7,-0.113138054,0.9031106177,"Europe & Central Asia","Upper middle income",9.89133047351171,12.3500003814697,17.5,1330.75723561155,72.4,59.87,598700,147214776
1999,"Saudi Arabia","SAU",2.064,0,6.344,33.837,0,481,2,0,NA,NA,"Middle East & North Africa","High income",11.6135403194063,0.970000028610229,7.11999988555908,8007.95819422595,74.272,70.743,31460,20194531
1999,"South Africa","ZAF",10.424,2.301,3.638,15.625,93.787,718,3813,1,0.6904862023,1.0880316459,"Sub-Saharan Africa","Upper middle income",6.28053902798944,8.63000011444092,11.2799997329712,3081.5613845698,60.462,54.077,37720,44338551
1999,"Switzerland","CHE",15.542,26.609,1.578,10.778,0.952,92.861,21.647,0,2.332851093,3.1646631064,"Europe & Central Asia","High income",6.23321054015886,3.66000008583069,5.67000007629395,41787.4859297913,82.5,76.8,5550,7143991
1999,"Thailand","THA",2.564,5.634,0.013,11.278,225.6,1,1203,9970,NA,NA,"East Asia & Pacific","Upper middle income",2.60840662327252,46.9700012207031,49.8300018310547,2033.25800929259,74.4,66.738,70010,62298569
1999,"Turkey","TUR",3.986,0.001,5.18,8.546,15,8650,518,65,5.8649009446,1.4532000399,"Europe & Central Asia","Upper middle income",3.09645334157599,47.1699981689453,19.6700000762939,4116.1705596504,73.284,65.731,38140,62287391
1999,"Ukraine","UKR",9.21,10.107,0.337,5.208,42,5932,687,21.9,0.4297468016,0.9092132704,"Europe & Central Asia","Lower middle income",6.15472883198454,26.3400001525879,27.5200004577637,635.764409204648,73.61,62.62,127530,49674000
1999,"United Kingdom","GBR",10.181,17.543,5.786,24.463,0,1846.883,0,0,NA,NA,"Europe & Central Asia","High income",8.9014664107674,0.759999990463257,2.22000002861023,28667.7090399411,79.9,75,111720,58682466
1999,"United States","USA",30.972,24.075,0.513,42.8,29317.954,21772.161,28530.434,1421.261,0.7701274177,1.1601551388,"North America","High income",20.1057196100917,0.899999976158142,2.32999992370605,34513.5615037271,79.4,73.9,688340,279040000
1999,"Vietnam","VNM",1.577,12.271,0.052,3.607,124.1,0,687,7654,NA,NA,"East Asia & Pacific","Lower middle income",0.571512648984409,65.4499969482422,64.5599975585938,362.919502801142,77.526,68.142,62800,79035871
1999,"World","WLD",6.744,11.253,1.589,9.434,72912.881,215608.4,140834.3,156799.2,NA,NA,"","",3.74776606615907,39.0397664960242,40.7383913189194,5378.22520501126,69.6308569016787,65.137611586465,6808320,6034491620
2000,"","OECD",15.971,22.15,1.955,22.898,31264.1,82283.775,48626.672,5335.751,1.0614912603,1.2958835872,"","",NA,NA,NA,NA,NA,NA,NA,NA
2000,"","BRICS",4.124,12.799,1.22,6.715,29641.49,79908,46660.06,78527.12,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA
2000,"Argentina","ARG",45.282,5.989,1.412,22.902,10400,6408,2815,189.1,0.0754783805,1.0011574382,"Latin America & Caribbean","Upper middle income",3.57762821285442,0.239999994635582,0.980000019073486,7708.09911454041,76.982,70.128,109870,36870796
2000,"Australia","AUS",26.515,15.651,16.368,29.682,33.262,12141.4,74.2,177,0.2244416126,1,"East Asia & Pacific","High income",17.689656972798,3.4300000667572,5.96000003814697,21679.2478424147,82,76.6,167630,19153000
2000,"Brazil","BRA",25.237,10.759,0.55,26.059,13969.8,1710.2,12972.5,3677.6,0.7447148337,1.0569424672,"Latin America & Caribbean","Upper middle income",1.78882884368111,9.69999980926514,20.7600002288818,3749.75327141454,74.003,66.421,325470,174790339
2000,"Canada","CAN",23.411,22.577,0.833,29.707,1060.7,10854.8,1106.5,0,0.6950716223,1.0993421977,"North America","High income",16.783045409055,1.64999997615814,3.24000000953674,24266.1966108955,81.8,76.6,106910,30685730
2000,"Chile","CHL",15.658,12.623,0.73,23.377,0,414,83,25.8,0.8237782401,1.0795905925,"Latin America & Caribbean","High income",3.24722092769361,4.67000007629395,19.5200004577637,5074.90261608209,79.364,73.235,14460,15342350
2000,"China","CHN",2.685,23.986,1.816,8.35,9306.58,26653,23056,29962,1.7635562169,1.0167555017,"East Asia & Pacific","Upper middle income",2.64847997655715,46,53.3300018310547,959.372483635864,73.405,69.595,829610,1262645000
2000,"Colombia","COL",12.984,2.13,0.29,11.697,23.658,20,572,509.044,2.4425023038,1.2770224112,"Latin America & Caribbean","Upper middle income",1.46909037138943,6.61999988555908,32.4199981689453,2520.48108876016,76.294,69.594,62020,39629965
2000,"Egypt, Arab Rep.","EGY",7.7,0.035,1.586,7.494,5.331,1035,824,659,NA,NA,"Middle East & North Africa","Lower middle income",1.63965480893278,39.4099998474121,27.4300003051758,1450.47624243298,71.053,66.241,48390,68831561
2000,"Ethiopia","ETH",3.093,0.017,0.799,0.497,7,1062,1656,5.5,NA,NA,"Sub-Saharan Africa","Low income",0.0537562894292379,68.2300033569336,83.4400024414063,124.460790874921,53.348,50.588,53510,66224809
2000,"India","IND",1.299,0.345,0.567,0.755,5810,27486,6611,44712,1.7997379882,0.9389116852,"South Asia","Lower middle income",0.889827520407466,74.3899993896484,54.560001373291,443.314193811316,63.334,61.729,589050,1056575548
2000,"Indonesia","IDN",1.398,1.529,0.328,3.46,825,0,3285.9,11793,1.0178879841,1.0621311333,"East Asia & Pacific","Lower middle income",1.32459428585239,46.7400016784668,44.3899993896484,780.19020467518,67.185,64.349,321480,211513822
2000,"Iran, Islamic Rep.","IRN",3.291,0,5.799,11.047,88,5100,182,534.331,NA,NA,"Middle East & North Africa","Lower middle income",5.19250778803785,23.8700008392334,24.4899997711182,1670.0096735653,71.129,69.257,90710,65623397
2000,"Israel","ISR",16.532,1.916,1.26,58.851,0,64,6,0,0.6498402485,1.2262738612,"Middle East & North Africa","High income",9.06344410876133,1.29999995231628,3.20000004768372,21101.007593584,80.9,77.1,10360,6289000
2000,"Japan","JPN",8.618,13.333,0.32,12.84,122.5,183,0.073,1770,1.30921187,2.1739605252,"East Asia & Pacific","High income",9.32609603998644,5.55000019073486,4.78000020980835,38532.0414712179,84.6,77.72,30120,126843000
2000,"Kazakhstan","KAZ",14.607,4.471,5.569,3.132,4,10047,75,72.1,1.9656270364,1.1179795359,"Europe & Central Asia","Upper middle income",7.70511164416521,35.0900001525879,37.6800003051758,1229.00124667231,71.2,60.2,26660,14883626
2000,"Korea, Rep.","KOR",8.449,15.956,0.106,9.625,86.176,0.919,15.808,1072.363,3.5034284596,2.311339638,"East Asia & Pacific","High income",9.6938590023326,12.25,9.47000026702881,12256.9935679503,79.7,72.3,26430,47008111
2000,"Malaysia","MYS",4.203,5.822,0.545,28.063,0.003,0,28,698.7,NA,NA,"East Asia & Pacific","Upper middle income",5.24483393558025,14.1099996566772,20.7099990844727,4043.66292312877,74.786,70.603,35190,23194252
2000,"Mexico","MEX",10.79,9.228,0.714,19.842,70,707.768,7131.181,84.1,1.3401965739,1.2843460464,"Latin America & Caribbean","Upper middle income",3.88756928789929,6.63000011444092,22.7900009155273,7157.81449985734,76.999,71.668,105230,98899845
2000,"New Zealand","NZL",23.267,13.382,25.484,24.555,0,49,17,0,0.185181772,1.0003694603,"East Asia & Pacific","High income",7.64704357518729,5.84000015258789,11.0799999237061,13641.0178601057,81.3,76.1,32590,3857700
2000,"Nigeria","NGA",1.597,1.004,2.421,1.154,519,35,3999,2199,NA,NA,"Sub-Saharan Africa","Lower middle income",0.622077225518892,42.9099998474121,53.7599983215332,567.930722076473,47.189,45.386,85330,122283853
2000,"Norway","NOR",14.435,18.018,4.767,8.529,0,67.929,0,0,1.4344788653,2.460930929,"Europe & Central Asia","High income",7.58856611504827,2.30999994277954,6.01999998092651,38131.2801027127,81.4,76,5850,4490967
2000,"Pakistan","PAK",4.477,0,2.946,2.109,8,8463,944,2376.6,NA,NA,"South Asia","Lower middle income",0.691074356333998,65.5,38.9700012207031,576.195580353518,63.683,62.054,89830,142343583
2000,"Paraguay","PRY",23.977,23.141,0.542,5.79,1350,159,406,31.2,NA,NA,"Latin America & Caribbean","Upper middle income",0.661256138692464,20.2900009155273,41.6699981689453,1663.60493919986,72.625,68.565,20800,5323202
2000,"Peru","PER",3.602,2.768,1.277,17.653,1.79,147,506,287.511,NA,NA,"Latin America & Caribbean","Upper middle income",1.07445427700074,31.4699993133545,37.1500015258789,1955.58800627896,73.353,68.852,25580,26459944
2000,"Philippines","PHL",3.371,12.5,0.387,6.518,0.736,0,2510,4030,3.2756152174,1.34173599,"East Asia & Pacific","Lower middle income",0.938432506399362,23.7900009155273,45.3199996948242,1072.80903683195,72.281,65.499,57180,77991757
2000,"Russian Federation","RUS",10.265,9.545,0.854,8.805,420.96,23204.8,797.56,174.52,0.4003724558,0.9777357258,"Europe & Central Asia","Upper middle income",10.160517139012,11.7200002670288,17.1000003814697,1771.59405905827,72.26,59.03,617060,146596869
2000,"Saudi Arabia","SAU",2.852,0.079,6.575,34.528,0,419,4,0,NA,NA,"Middle East & North Africa","High income",11.824520515064,2.30999994277954,6.71000003814697,9171.33147630515,74.436,71.015,32860,20663840
2000,"South Africa","ZAF",9.468,2.091,3.157,17.213,134.15,854,3223,1,0.5175272475,1.0590779016,"Sub-Saharan Africa","Upper middle income",6.33187638428488,8.30000019073486,10.9200000762939,3032.43918160783,59.185,53.14,35760,44967713
2000,"Switzerland","CHE",14.682,26.437,1.765,11.807,0.467,94.109,22.006,0,1.9956832901,2.7123354867,"Europe & Central Asia","High income",6.08414239482201,4.01000022888184,5.51000022888184,38951.0539661934,82.6,76.9,5480,7184250
2000,"Thailand","THA",2.217,8.493,0.014,10.444,207.525,1,1215,9891,NA,NA,"East Asia & Pacific","Upper middle income",2.59147197943521,47.5499992370605,49.8400001525879,2007.7352707452,74.512,66.935,71670,62952639
2000,"Turkey","TUR",3.964,0.002,5.19,9.268,17,9400,555,57.9,4.7494230751,1.4176799726,"Europe & Central Asia","Upper middle income",3.42535307765333,47.2200012207031,19.6399993896484,4337.47800296354,73.784,66.39,38800,63240196
2000,"Ukraine","UKR",11.912,11.914,0.303,4.413,61,5151,1279,25,0.0392868667,0.9518767349,"Europe & Central Asia","Lower middle income",6.04719734019298,26.0300006866455,26.9300003051758,635.704418150527,73.53,62.1,117890,49176500
2000,"United Kingdom","GBR",10.602,17.113,5.852,25.445,0,2086,0,0,NA,NA,"Europe & Central Asia","High income",9.00148361810467,0.769999980926514,2.17000007629395,28154.9538820812,80.2,75.4,107460,58892514
2000,"United States","USA",31.067,23.414,0.502,43.227,29302.576,21488.88,29315.526,1229.844,0.699220777,1.1317156367,"North America","High income",20.4719330952981,0.860000014305115,2.26999998092651,36334.9087770589,79.3,74.1,678650,282162411
2000,"Vietnam","VNM",1.622,13.646,0.053,4.005,140.3,0,730,7666,2.8008525132,1.0719144905,"East Asia & Pacific","Lower middle income",0.629580043080995,66.2799987792969,64.2900009155273,390.093330934266,77.709,68.359,64760,79910411
2000,"World","WLD",6.731,11.384,1.64,9.75,76152.646,217645.78,138212.64,153857.65,NA,NA,"","",3.8126493115353,39.1206512048174,40.4251551043489,5487.89020263033,69.8675329874533,65.4082224097245,6859450,6114332517
2001,"","OECD",15.415,22.392,1.833,23.66,31467.563,79312.315,48179.169,5326.003,0.9692338299,1.2308787758,"","",NA,NA,NA,NA,NA,NA,NA,NA
2001,"","BRICS",4.168,12.93,1.215,6.767,32351.42,77169.22,47359.09,77120.3,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA
2001,"Argentina","ARG",43.988,4.783,1.397,22.024,11405,6841,2420,150.7,0.0461940034,0.9989177403,"Latin America & Caribbean","Upper middle income",3.34990858910446,0.300000011920929,1.22000002861023,7208.37311355372,77.155,70.307,109440,37275644
2001,"Australia","AUS",24.606,14.892,14.977,29.225,32.361,11529.2,82.6,144,0.242821774,1,"East Asia & Pacific","High income",17.7695358780199,3.45000004768372,5.78999996185303,19490.8611097303,82.4,77,175690,19413000
2001,"Brazil","BRA",24.993,10.997,0.52,25.125,16329,2051.6,12297.8,3250.3,0.6494543935,1.0164956727,"Latin America & Caribbean","Upper middle income",1.80342619486481,10.8699998855591,20.0499992370605,3156.7987713336,74.36,66.75,343440,177196051
2001,"Canada","CAN",22.5,22.805,0.915,30.892,1068.9,10605.5,1267.5,0,0.6306504732,1.0633703495,"North America","High income",16.3418845783401,1.3400000333786,2.85999989509583,23821.4455867378,81.9,76.9,105320,31020902
2001,"Chile","CHL",14.054,13.635,0.623,24.777,0,426,87,28.6,0.4928873534,1.0226153638,"Latin America & Caribbean","High income",3.08518010181932,4.69999980926514,18.1900005340576,4574.59471550439,79.628,73.503,14260,15516112
2001,"China","CHN",2.716,24.267,1.832,8.089,9481.7,24664,24282,28812,1.9192974429,1.0269744174,"East Asia & Pacific","Upper middle income",2.77292919762551,46.2700004577637,53.0999984741211,1053.10824300262,73.674,69.981,824170,1271850000
2001,"Colombia","COL",11.866,1.976,0.279,13.609,23.993,15,574,505.884,2.6422616688,1.2868407996,"Latin America & Caribbean","Upper middle income",1.45469157408658,6.48999977111816,32.2900009155273,2439.68245582205,76.544,69.931,63470,40255956
2001,"Egypt, Arab Rep.","EGY",6.431,0.033,1.593,7.682,5,984,873,563.3,NA,NA,"Middle East & North Africa","Lower middle income",1.78197086804774,31.9099998474121,27.75,1378.20338333845,71.239,66.444,48260,70152662
2001,"Ethiopia","ETH",3.102,0.018,0.85,0.64,7,1204,1893,8.4,NA,NA,"Sub-Saharan Africa","Low income",0.0645545380358419,69.2799987792969,83.0699996948242,120.765783730897,53.976,51.263,55770,68159422
2001,"India","IND",1.31,0.34,0.567,0.791,6000,25731,6582,44904,0.7189408235,0.8971767498,"South Asia","Lower middle income",0.88733015496834,73.8000030517578,53.9900016784668,451.572997293746,63.745,62.121,594700,1075000094
2001,"Indonesia","IDN",1.32,1.525,0.386,3.788,723,0,3126.8,11500,0.8282968519,1.0299233217,"East Asia & Pacific","Lower middle income",1.40760916401274,44.5200004577637,43.3300018310547,748.257608719846,67.51,64.554,312800,214427419
2001,"Iran, Islamic Rep.","IRN",3.558,0,5.819,11.633,88,5553,173,514.791,NA,NA,"Middle East & North Africa","Lower middle income",5.28238820230417,25.6499996185303,24.2700004577637,1909.41230644823,71.615,69.536,96600,66449111
2001,"Israel","ISR",15.167,1.995,1.219,62.384,0,81,6,0,0.6501958739,1.1947366814,"Middle East & North Africa","High income",8.99984469638143,1.22000002861023,3.01999998092651,20353.8639653114,81.2,77.7,9050,6439000
2001,"Japan","JPN",7.03,13.659,0.307,13.214,143.9,196.9,0.068,1706,1.2318981043,2.0273068219,"East Asia & Pacific","High income",9.20667877844104,5.28000020980835,4.65999984741211,33846.4524124287,84.9,78.1,28870,127149000
2001,"Kazakhstan","KAZ",13.929,6.091,5.679,3.898,7,10880,85,69.2,0.7348872437,1.0135541876,"Europe & Central Asia","Upper middle income",7.52910739998795,34.189998626709,36.7599983215332,1490.92708987166,71.3,60.5,29170,14858335
2001,"Korea, Rep.","KOR",7.322,16.564,0.09,10.51,78.415,0.915,14.208,1083.125,2.7789735339,1.824948616,"East Asia & Pacific","High income",9.93283451583575,11.3100004196167,9.02000045776367,11561.2483689073,80.1,72.9,26940,47370164
2001,"Malaysia","MYS",2.491,6.654,0.622,28.949,0.003,0,28,673.6,NA,NA,"East Asia & Pacific","Upper middle income",5.34688873878253,12.039999961853,16.8299999237061,3913.42938647946,75.003,70.765,35810,23709115
2001,"Mexico","MEX",11.048,9.416,0.756,20.633,73.8,687.248,7810.847,53.232,1.1061619929,1.1847334048,"Latin America & Caribbean","Upper middle income",3.81622185820532,5.86999988555908,23.1900005340576,7544.56872335784,77.304,71.995,103990,100298152
2001,"New Zealand","NZL",21.663,12.548,27.061,26.459,0,42.2,14.166,0,0.2122926548,1.0025434148,"East Asia & Pacific","High income",8.17420435510888,6.03999996185303,11.710000038147,13882.8665113182,81.1,76.4,32880,3880500
2001,"Nigeria","NGA",1.764,1.028,2.57,1.328,540,35,4041,2117,NA,NA,"Sub-Saharan Africa","Lower middle income",0.679059355019137,42.1300010681152,53.25,590.381815034907,47.396,45.661,88060,125394046
2001,"Norway","NOR",13.897,18.983,4.878,8.434,0,63.248,0,0,1.3205535193,2.2758679916,"Europe & Central Asia","High income",7.705343072757,2.16000008583069,5.78999996185303,38542.9115642389,81.5,76.2,5880,4513751
2001,"Pakistan","PAK",4.489,0,2.974,2.138,8,8180.8,941.6,2114.2,NA,NA,"South Asia","Lower middle income",0.683731254282483,65.1999969482422,38.7099990844727,544.494251402474,63.947,62.281,91100,145978408
2001,"Paraguay","PRY",22.475,20.709,0.529,6.214,1450,290,370,31.5,NA,NA,"Latin America & Caribbean","Upper middle income",0.666858004561898,20.1000003814697,41.9099998474121,1565.0542885389,72.851,68.821,21860,5428442
2001,"Peru","PER",3.554,2.772,1.278,17.588,1.9,146,358.3,300.086,NA,NA,"Latin America & Caribbean","Upper middle income",0.983608184530567,31.4899997711182,37.0900001525879,1941.47534195424,73.768,69.226,25800,26799289
2001,"Philippines","PHL",3.149,12.714,0.377,6.929,0.736,0,2487,4089,2.8485440185,1.3219989141,"East Asia & Pacific","Lower middle income",0.899553397531097,24.1700000762939,44.9900016784668,990.564048696136,72.36,65.508,57920,79672869
2001,"Russian Federation","RUS",11.224,10.232,0.818,12.995,416.57,23763.62,664.29,153,1.0977480878,1.0534790734,"Europe & Central Asia","Upper middle income",10.2107543597331,9.31999969482422,14.6099996566772,2100.35251171829,72.17,58.92,642040,145976482
2001,"Saudi Arabia","SAU",1.737,0.102,5.866,36.777,0,424,3,0,NA,NA,"Middle East & North Africa","High income",11.7249516876337,0.779999971389771,6.82999992370605,8684.64576229464,74.565,71.251,34160,21202646
2001,"South Africa","ZAF",9.119,2.097,2.783,18.084,124.15,959,3533,1,0.4282602118,1.0357226368,"Sub-Saharan Africa","Upper middle income",7.03513388873587,7.6399998664856,10.3699998855591,2666.47502701186,58.04,52.344,34040,45571272
2001,"Switzerland","CHE",14.538,26.502,1.611,12.462,1,89.682,24.33,0,1.7803684133,2.1698670229,"Europe & Central Asia","High income",6.24632253984659,3.39000010490417,5.11999988555908,39727.4935590374,83.1,77.4,5530,7229854
2001,"Thailand","THA",1.615,8.443,0.019,10.422,212,1,1196,10125,NA,NA,"East Asia & Pacific","Upper middle income",2.70431524229377,43.6699981689453,48.0200004577637,1893.26423865967,74.651,67.2,73280,63539190
2001,"Turkey","TUR",3.638,0.001,4.806,8.408,23,9350,550,59,3.216676373,1.1686573479,"Europe & Central Asia","Upper middle income",3.08105762872315,46.5999984741211,19.3199996948242,3142.92099774582,74.252,67.015,37960,64192243
2001,"Ukraine","UKR",7.978,9.554,0.277,6.059,72,6881,1200,18.9,1.4067287497,0.9942492394,"Europe & Central Asia","Lower middle income",6.17622640889064,25.6700000762939,26.25,780.321178870619,73.63,62.32,113160,48662400
2001,"United Kingdom","GBR",10.654,17.563,5.085,25.776,0,1635,0,0,NA,NA,"Europe & Central Asia","High income",9.20979383630894,0.680000007152557,1.99000000953674,27719.4213679072,80.4,75.7,104030,59119673
2001,"United States","USA",30.378,22.988,0.516,43.229,29532.034,19627.32,27845.703,1341.133,0.6825993333,1.1247788989,"North America","High income",20.1750046772639,0.829999983310699,2.10999989509583,37133.2428088526,79.5,74.3,672400,284968955
2001,"Vietnam","VNM",1.678,14.302,0.053,4.18,158.1,0,727,7493,3.9218960716,1.1357828856,"East Asia & Pacific","Lower middle income",0.692572065516921,64.9599990844727,63.0900001525879,404.807861229282,77.879,68.592,65680,80742500
2001,"World","WLD",6.516,11.445,1.611,9.986,80225.345,216308.74,138667.96,152002.08,NA,NA,"","",3.82765888146696,38.835069102835,40.0493008545112,5403.52744759888,70.1111239298888,65.7039625867275,6913060,6193671694
